;Label;Split;Style;Action;Business Object;Tags
7695;suspend / bar services;[u'suspend', u'/', u'bar', u'services'];VO;suspend and bar;services;suspend<>VOV, /<>misc-VOS, bar<>VOV, services<>VOO, 
7696;suspend / bar services;[u'suspend', u'/', u'bar', u'services'];VO;suspend and bar;services;suspend<>VOV, /<>misc-VOS, bar<>VOV, services<>VOO, 
4564;suspend connection until payment;[u'suspend', u'connection', u'until', u'payment'];VO;suspend;connection until payment;suspend<>VOV, connection<>VOO, until<>VOO, payment<>VOO, 
7677;suspend customer;[u'suspend', u'customer'];VO;suspend;customer;suspend<>VOV, customer<>VOO, 
7678;suspend customer;[u'suspend', u'customer'];VO;suspend;customer;suspend<>VOV, customer<>VOO, 
7679;suspend customer via unify;[u'suspend', u'customer', u'via', u'unify'];VO;suspend;customer;suspend<>VOV, customer<>VOO, via<>misc-VOS, unify<>misc-VOS, 
4565;suspend internet service until payment received;[u'suspend', u'internet', u'service', u'until', u'payment', u'received'];VO;suspend;internet service until payment received;suspend<>VOV, internet<>VOO, service<>VOO, until<>VOO, payment<>VOO, received<>VOO, 
7680;suspend mobile services;[u'suspend', u'mobile', u'services'];VO;suspend;mobile services;suspend<>VOV, mobile<>VOO, services<>VOO, 
7681;suspend mobile services;[u'suspend', u'mobile', u'services'];VO;suspend;mobile services;suspend<>VOV, mobile<>VOO, services<>VOO, 
7682;suspend nfc sim;[u'suspend', u'nfc', u'sim'];VO;suspend;nfc sim;suspend<>VOV, nfc<>VOO, sim<>VOO, 
7683;suspend or resume completion;[u'suspend', u'or', u'resume', u'completion'];VO;suspend;or resume completion;suspend<>VOV, or<>VOO, resume<>VOO, completion<>VOO, 
7684;suspend or resume delivery;[u'suspend', u'or', u'resume', u'delivery'];VO;suspend;or resume delivery;suspend<>VOV, or<>VOO, resume<>VOO, delivery<>VOO, 
7685;suspend or resume delivery;[u'suspend', u'or', u'resume', u'delivery'];VO;suspend;or resume delivery;suspend<>VOV, or<>VOO, resume<>VOO, delivery<>VOO, 
7686;suspend postpaid nfc sim;[u'suspend', u'postpaid', u'nfc', u'sim'];VO;suspend;postpaid nfc sim;suspend<>VOV, postpaid<>VOO, nfc<>VOO, sim<>VOO, 
7687;suspend prepaid nfc sim;[u'suspend', u'prepaid', u'nfc', u'sim'];VO;suspend;prepaid nfc sim;suspend<>VOV, prepaid<>VOO, nfc<>VOO, sim<>VOO, 
4566;suspend service of vehicle;[u'suspend', u'service', u'of', u'vehicle'];VO;suspend;service of vehicle;suspend<>VOV, service<>VOO, of<>VOO, vehicle<>VOO, 
7688;suspend simcard;[u'suspend', u'simcard'];VO;suspend;simcard;suspend<>VOV, simcard<>VOO, 
7689;suspend simcard;[u'suspend', u'simcard'];VO;suspend;simcard;suspend<>VOV, simcard<>VOO, 
7690;suspend simcard in crm;[u'suspend', u'simcard', u'in', u'crm'];VO;suspend;simcard;suspend<>VOV, simcard<>VOO, in<>C-VOS, crm<>misc-VOS, 
7691;suspend simcard in crm;[u'suspend', u'simcard', u'in', u'crm'];VO;suspend;simcard;suspend<>VOV, simcard<>VOO, in<>C-VOS, crm<>misc-VOS, 
7692;suspend subscriber;[u'suspend', u'subscriber'];VO;suspend;subscriber;suspend<>VOV, subscriber<>VOO, 
7693;suspend subscription;[u'suspend', u'subscription'];VO;suspend;subscription;suspend<>VOV, subscription<>VOO, 
7694;suspend subscription;[u'suspend', u'subscription'];VO;suspend;subscription;suspend<>VOV, subscription<>VOO, 
4567;suspended repairing;[u'suspended', u'repairing'];NA;repairing;suspended;suspended<>NAO, repairing<>NAV, 
7697;suspends services;[u'suspends', u'services'];VO;suspend;services;suspends<>VOV, services<>VOO, 
4568;swap boarding pass;[u'swap', u'boarding', u'pass'];VO;swap;boarding pass;swap<>VOV, boarding<>VOO, pass<>VOO, 
7698;swap device;[u'swap', u'device'];VO;swap;device;swap<>VOV, device<>VOO, 
7699;swap device;[u'swap', u'device'];VO;swap;device;swap<>VOV, device<>VOO, 
7700;swap device;[u'swap', u'device'];VO;swap;device;swap<>VOV, device<>VOO, 
7701;swap faulty device on customer premises;[u'swap', u'faulty', u'device', u'on', u'customer', u'premises'];VO;swap;faulty device;swap<>VOV, faulty<>VOO, device<>VOO, on<>C-VOS, customer<>misc-VOS, premises<>misc-VOS, 
7702;swap process;[u'swap', u'process'];VO;swap;process;swap<>VOV, process<>VOO, 
7703;swap process blackberry;[u'swap', u'process', u'blackberry'];VO;swap;process blackberry;swap<>VOV, process<>VOO, blackberry<>VOO, 
7704;swap sim;[u'swap', u'sim'];VO;swap;sim;swap<>VOV, sim<>VOO, 
7705;swap sim;[u'swap', u'sim'];VO;swap;sim;swap<>VOV, sim<>VOO, 
7706;swap sim;[u'swap', u'sim'];VO;swap;sim;swap<>VOV, sim<>VOO, 
7707;swap sim via help desk;[u'swap', u'sim', u'via', u'help', u'desk'];VO;swap;sim;swap<>VOV, sim<>VOO, via<>misc-VOS, help<>misc-VOS, desk<>misc-VOS, 
4569;swipe card;[u'swipe', u'card'];VO;swipe;card;swipe<>VOV, card<>VOO, 
7708;switch back to vodafiber connection;[u'switch', u'back', u'to', u'vodafiber', u'connection'];VO;switch;back;switch<>VOV, back<>VOO, to<>C-VOS, vodafiber<>misc-VOS, connection<>misc-VOS, 
7709;switch back to vodafiber connection;[u'switch', u'back', u'to', u'vodafiber', u'connection'];VO;switch;back;switch<>VOV, back<>VOO, to<>C-VOS, vodafiber<>misc-VOS, connection<>misc-VOS, 
7710;switch imei numbers;[u'switch', u'imei', u'numbers'];VO;switch;imei numbers;switch<>VOV, imei<>VOO, numbers<>VOO, 
4570;switch power enhancement;[u'switch', u'power', u'enhancement'];VO;switch;power enhancement;switch<>VOV, power<>VOO, enhancement<>VOO, 
7711;sync information over channels;[u'sync', u'information', u'over', u'channels'];AN;channels;sync information over;sync<>ANO, information<>ANO, over<>ANO, channels<>ANV, 
7712;sync information over channels;[u'sync', u'information', u'over', u'channels'];AN;channels;sync information over;sync<>ANO, information<>ANO, over<>ANO, channels<>ANV, 
7713;synchronisation of warehouse and catalogue codes;[u'synchronisation', u'of', u'warehouse', u'and', u'catalogue', u'codes'];AN;synchronize;warehouse and catalogue codes;synchronisation<>OF_VERB-AN, of<>AN_OF, warehouse<>ANO, and<>ANO, catalogue<>ANO, codes<>ANO, 
4571;synchronising oracle database with inspectors' tablet;"[u'synchronising', u'oracle', u'database', u'with', u""inspectors'"", u'tablet']";AN;synchronising;oracle database with inspectors' tablet;synchronising<>ANV, oracle<>ANO, database<>ANO, with<>ANO, inspectors'<>ANO, tablet<>ANO, 
7714;synchronize hss / gemini;[u'synchronize', u'hss', u'/', u'gemini'];VO;synchronize;hss / gemini;synchronize<>VOV, hss<>VOO, /<>VOO, gemini<>VOO, 
7715;synchronize hss / gemini;[u'synchronize', u'hss', u'/', u'gemini'];VO;synchronize;hss / gemini;synchronize<>VOV, hss<>VOO, /<>VOO, gemini<>VOO, 
4572;system: find manager(s) of profit center responsible (per line item);[u'system:', u'find', u'manager(s)', u'of', u'profit', u'center', u'responsible', u'(per', u'line', u'item)'];VO;find;manager(s) of profit center responsible (per line item);system:<>ADVOS, find<>VOV, manager(s)<>VOO, of<>VOO, profit<>VOO, center<>VOO, responsible<>VOO, (per<>VOO, line<>VOO, item)<>VOO, 
4573;system: park invoice;[u'system:', u'park', u'invoice'];VO;park;invoice;system:<>ADVOS, park<>VOV, invoice<>VOO, 
4574;system: post invoice;[u'system:', u'post', u'invoice'];VO;post;invoice;system:<>ADVOS, post<>VOV, invoice<>VOO, 
4575;system: send to manager;[u'system:', u'send', u'to', u'manager'];VO;send;to manager;system:<>ADVOS, send<>VOV, to<>VOV-E, manager<>VOO, 
4576;system: set relevant line items as approved;[u'system:', u'set', u'relevant', u'line', u'items', u'as', u'approved'];VO;set;relevant line items as approved;system:<>ADVOS, set<>VOV, relevant<>VOO, line<>VOO, items<>VOO, as<>VOO, approved<>VOO, 
2199;table contents distribution;[u'table', u'contents', u'distribution'];AN_NP;distribute;table contents;table<>ANNO, contents<>ANNO, distribution<>ANNV, 
2200;table definition and installation;[u'table', u'definition', u'and', u'installation'];AN_NP;define, install;table;table<>ANNO, definition<>ANNV, and<>AND-AN, installation<>ANNV, 
2201;table maintenance;[u'table', u'maintenance'];AN_NP;maintain;table;table<>ANNO, maintenance<>ANNV, 
2202;table structure distribution;[u'table', u'structure', u'distribution'];AN_NP;distribute;table structure;table<>ANNO, structure<>ANNO, distribution<>ANNV, 
7716;tag hardware in sap;[u'tag', u'hardware', u'in', u'sap'];VO;tag;hardware;tag<>VOV, hardware<>VOO, in<>C-VOS, sap<>misc-VOS, 
4577;tag invoice as parked;[u'tag', u'invoice', u'as', u'parked'];VO;tag;invoice as parked;tag<>VOV, invoice<>VOO, as<>VOO, parked<>VOO, 
4578;tag invoice to create vendor master record;[u'tag', u'invoice', u'to', u'create', u'vendor', u'master', u'record'];VO;tag;invoice to create vendor master record;tag<>VOV, invoice<>VOO, to<>VOO, create<>VOO, vendor<>VOO, master<>VOO, record<>VOO, 
4579;take a batch of invoices;[u'take', u'a', u'batch', u'of', u'invoices'];VO;take;a batch of invoices;take<>VOV, a<>VOO, batch<>VOO, of<>VOO, invoices<>VOO, 
4580;take a task from list and determine if it's a know know problem;"[u'take', u'a', u'task', u'from', u'list', u'and', u'determine', u'if', u""it's"", u'a', u'know', u'know', u'problem']";VO;take determine;a task from list and determin if it's a know know problem;take<>VOV, a<>VOO, task<>VOO, from<>VOO, list<>VOO, and<>VOO, determine<>VOV, if<>VOO, it's<>VOO, a<>VOO, know<>VOO, know<>VOO, problem<>VOO, 
7717;take access cpe;[u'take', u'access', u'cpe'];VO;take;access cpe;take<>VOV, access<>VOO, cpe<>VOO, 
4581;take all the recives and the request;[u'take', u'all', u'the', u'recives', u'and', u'the', u'request'];VO;take;all the recives and the request;take<>VOV, all<>VOO, the<>VOO, recives<>VOO, and<>VOO, the<>VOO, request<>VOO, 
4582;take batch of invoices to department outbox;[u'take', u'batch', u'of', u'invoices', u'to', u'department', u'outbox'];VO;take;batch of invoices to department outbox;take<>VOV, batch<>VOO, of<>VOO, invoices<>VOO, to<>VOO, department<>VOO, outbox<>VOO, 
7718;take call and press aftercall on callmaster;[u'take', u'call', u'and', u'press', u'aftercall', u'on', u'callmaster'];VO;take;call and press aftercall;take<>VOV, call<>VOO, and<>VOO, press<>VOO, aftercall<>VOO, on<>C-VOS, callmaster<>VOO, 
4583;take coke out of the fridge;[u'take', u'coke', u'out', u'of', u'the', u'fridge'];VO;take;coke out of the fridge;take<>VOV, coke<>VOO, out<>VOO, of<>VOO, the<>VOO, fridge<>VOO, 
4584;take computer back;[u'take', u'computer', u'back'];VO;take;computer back;take<>VOV, computer<>VOO, back<>VOO, 
4585;take computer home;[u'take', u'computer', u'home'];VO;take;computer home;take<>VOV, computer<>VOO, home<>VOO, 
7719;take corrective actions;[u'take', u'corrective', u'actions'];VO;take;corrective actions;take<>VOV, corrective<>VOO, actions<>VOO, 
7720;take cpe from stock and travel to cp;[u'take', u'cpe', u'from', u'stock', u'and', u'travel', u'to', u'cp'];VO;take;cpe;take<>VOV, cpe<>VOO, from<>C-VOS, stock<>misc-VOS, and<>AND-VOS, travel<>misc-VOS, to<>C-VOS, cp<>misc-VOS, 
4586;take customers details and input into system;[u'take', u'customers', u'details', u'and', u'input', u'into', u'system'];VO;take input;customers details / into system;take<>VOV, customers<>VOO, details<>VOO, and<>AND-VOS, input<>VOV, into<>VOO, system<>VOO, 
4587;take forms to master data entry department;[u'take', u'forms', u'to', u'master', u'data', u'entry', u'department'];VO;take;forms to master data entry department;take<>VOV, forms<>VOO, to<>VOO, master<>VOO, data<>VOO, entry<>VOO, department<>VOO, 
4588;take home;[u'take', u'home'];VO;take;home;take<>VOV, home<>VOO, 
7721;take in value segmentation;[u'take', u'in', u'value', u'segmentation'];VO;take in;value segmentation;take<>VOV, in<>VOV-E, value<>VOO, segmentation<>VOO, 
4589;take invoices to master records department;[u'take', u'invoices', u'to', u'master', u'records', u'department'];VO;take;invoices to master records department;take<>VOV, invoices<>VOO, to<>VOO, master<>VOO, records<>VOO, department<>VOO, 
7722;take order for device;[u'take', u'order', u'for', u'device'];VO;take;order;take<>VOV, order<>VOO, for<>C-VOS, device<>misc-VOS, 
4590;take out extra insurance;[u'take', u'out', u'extra', u'insurance'];VO;take;out extra insurance;take<>VOV, out<>VOV-E, extra<>VOO, insurance<>VOO, 
4591;take out extrainsurance;[u'take', u'out', u'extrainsurance'];VO;take;out extrainsurance;take<>VOV, out<>VOV-E, extrainsurance<>VOO, 
7723;take over online order;[u'take', u'over', u'online', u'order'];VO;take over;online order;take<>VOV, over<>VOV, online<>VOO, order<>VOO, 
4592;take payement;[u'take', u'payement'];VO;take;payement;take<>VOV, payement<>VOO, 
4593;take payment;[u'take', u'payment'];VO;take;payment;take<>VOV, payment<>VOO, 
4594;take pc back;[u'take', u'pc', u'back'];VO;take;pc back;take<>VOV, pc<>VOO, back<>VOO, 
4595;take photo using webcam;[u'take', u'photo', u'using', u'webcam'];VO;take;photo using webcam;take<>VOV, photo<>VOO, using<>VOO, webcam<>VOO, 
7724;take sale and order submission;[u'take', u'sale', u'and', u'order', u'submission'];VO;take;sale and order submission;take<>VOV, sale<>VOO, and<>VOO, order<>VOO, submission<>VOO, 
7725;take sale and order submission;[u'take', u'sale', u'and', u'order', u'submission'];VO;take;sale and order submission;take<>VOV, sale<>VOO, and<>VOO, order<>VOO, submission<>VOO, 
7726;take sale and order submission;[u'take', u'sale', u'and', u'order', u'submission'];VO;take;sale and order submission;take<>VOV, sale<>VOO, and<>VOO, order<>VOO, submission<>VOO, 
7727;take sale and order submission;[u'take', u'sale', u'and', u'order', u'submission'];VO;take;sale and order submission;take<>VOV, sale<>VOO, and<>VOO, order<>VOO, submission<>VOO, 
7728;take sale and order submission;[u'take', u'sale', u'and', u'order', u'submission'];VO;take;sale and order submission;take<>VOV, sale<>VOO, and<>VOO, order<>VOO, submission<>VOO, 
4596;take task from tracking system and resolve the task;[u'take', u'task', u'from', u'tracking', u'system', u'and', u'resolve', u'the', u'task'];VO;take resolve;task from tracking system / the task;take<>VOV, task<>VOO, from<>VOO, tracking<>VOO, system<>VOO, and<>AND-VOS, resolve<>VOV, the<>VOO, task<>VOO, 
4597;take the conversation by itself;[u'take', u'the', u'conversation', u'by', u'itself'];VO;take;the conversation by itself;take<>VOV, the<>VOO, conversation<>VOO, by<>VOO, itself<>VOO, 
4598;take the fourth blue page to the finance department;[u'take', u'the', u'fourth', u'blue', u'page', u'to', u'the', u'finance', u'department'];VO;take;the fourth blue page to the finance department;take<>VOV, the<>VOO, fourth<>VOO, blue<>VOO, page<>VOO, to<>VOO, the<>VOO, finance<>VOO, department<>VOO, 
4599;take the table to personal service department;[u'take', u'the', u'table', u'to', u'personal', u'service', u'department'];VO;take;the table to personal service department;take<>VOV, the<>VOO, table<>VOO, to<>VOO, personal<>VOO, service<>VOO, department<>VOO, 
4600;take the ticket order to the finance department;[u'take', u'the', u'ticket', u'order', u'to', u'the', u'finance', u'department'];VO;take;the ticket order to the finance department;take<>VOV, the<>VOO, ticket<>VOO, order<>VOO, to<>VOO, the<>VOO, finance<>VOO, department<>VOO, 
4601;take vital signs;[u'take', u'vital', u'signs'];VO;take;vital signs;take<>VOV, vital<>VOO, signs<>VOO, 
4602;takes collected letters to secretary;[u'takes', u'collected', u'letters', u'to', u'secretary'];DES / EVENT;takes;collected letters;takes<>DESV, collected<>DESO, letters<>DESO, to<>C-DES, secretary<>misc-DES, 
4603;takes entrance test;[u'takes', u'entrance', u'test'];DES / EVENT;takes;entrance test;takes<>DESV, entrance<>DESO, test<>DESO, 
4604;takes order;[u'takes', u'order'];DES / EVENT;takes;order;takes<>DESV, order<>DESO, 
4605;talk to the nice girl at the bar;[u'talk', u'to', u'the', u'nice', u'girl', u'at', u'the', u'bar'];VO;talk;to the nice girl at the bar;talk<>VOV, to<>VOO, the<>VOO, nice<>VOO, girl<>VOO, at<>VOO, the<>VOO, bar<>VOO, 
4606;target audience decisions and feelings;[u'target', u'audience', u'decisions', u'and', u'feelings'];VO;target;audience decisions and feelings;target<>VOV, audience<>VOO, decisions<>VOO, and<>VOO, feelings<>VOO, 
299;target=actual activity allocation;[u'target=actual', u'activity', u'allocation'];AN_IRR;allocate;actual activity;target=actual<>ADAN, activity<>ANIO, allocation<>ANIV, 
7731;tariff check;[u'tariff', u'check'];AN;check;tariff;tariff<>ANO, check<>ANV, 
